Chapter,Character,Dialogue,Portrait,Pos,ChoiceText,JumpTo,Camera,Anim,Flag,Background,Tag,Sound
Prologue1_4,Hero,這個是?,,,,,,,,bg_jail,,
,,眼前有一個上鎖的寶箱。,,,,,,,,,,
,,寶箱內有一層層魔法保護。,,,,,,,,,,
,JailerGirl,這是魔法寶箱...,normal,,,,,,,,,
,JailerGirl,我們平常都拿來放路上撿到的失物。,normal,,,,,,,,,
,JailerGirl,當取出一件物品寶箱就會飛到帳房登記。,normal,,,,,,,,,
,,寶箱內有金幣以及一些雜七雜八的物品。,,,,,,,,,,
,,其中裡面有個金銅色的齒輪吸引著你的目光。,,,,,,,,,,
,Hero,就是這個！有這個就能繼續升級裝置了！,,,,,,,,,,
,,雫探頭靠了過來。好像有點香香的,,,,,,,,,,
,JailerGirl,這個監獄有很多，但都丟在路邊沒人清理。,normal,,,,,,,,,
,JailerGirl,我們索性就全塞到這寶箱。,shy,,,,,,,,,
,Hero,是這樣的嗎?,,,,,,,,,,
,JailerGirl,嗯...,normal,,,,,,,,,
,Hero,我們打開看看如何?,,,,,,,,,,
,JailerGirl,那你要小心一點...,normal,,,,,,,,,
,JailerGirl,突破每層魔法失敗就會啟動緊急裝置飛走...,sad,,,,,,,,,
,Hero,還有這種操作！?,,,,,,,,,,
TREASURE,,,,,,,,,,,,
