Chapter,Character,Dialogue,Portrait,Pos,ChoiceText,JumpTo,Camera,Anim,Flag,Background,Tag,Sound
Prologue1_6,,<監獄通道>,,,,,,,,bg_jail,,
,Hero,嗯?,,,,,,,,,,
,Hero,你有沒有感覺這邊特別熱?,,,,,,,,,,
,JailerGirl,！！！！！,scare,Center,,,,,,,,
,JailerGirl,你...你想幹嘛！?,scare,,,,,jump,,,,
,Choose,,,,當然是好好跟你親熱一番！|別誤會！是真的感覺這邊有點熱！,Bad|Good,,,,,,
,JailerGirl,不...不要過來！,sad,,,,,,,,Bad,
,,眼前的少女手中已經凝聚一團紅色的火球。,,,,,,,,,,
,JailerGirl,你再過來我...我會...會發射的！,angry,,,,,bigCenter,,,,
,,默默脫去自己的外衣。,,,,,,,,,,
,Hero,別拒絕我嘛~小可愛♡,,,,,,,,,,
,JailerGirl,吚...吚呀！,scare,,,,,jump,,,,
,,一團火焰撲面而來，此時自己卻神迷在少女驚恐的面容。,,,,,,,,,,
,,火球直擊全身，火焰燃燒在我的身上。,,,,,shake,,,,,
,Hero,啊！！！！！好燙！！！！,,,,,,,,,,
,,隨著你的驚呼，這火焰也燃盡你的身體與慾望。,,,,,,,,,,
,,如果還有下次，記得好好解釋。,,,,,,,,,,
DIE,,,,,,,,,,,,
,,我慌忙地擺了擺手解釋。,,,,,,,,,Good,
,JailerGirl,是...是這樣嗎?,sad,,,,,,,,,
,,一股熱氣從牢房內飄散而出。,,,,,,,,,,
,Hero,你看有煙跑出來呢！,,,,,,,,,,
,JailerGirl,真...真的耶...,normal,,,,,jump,,,,
,Hero,看那邊！,,,,,,,,,,
,,不遠處有間牢房，裡面有一個熱水池。,,,,,,,,,,
,Hero,這...這是?溫泉?,,,,,,,,,,
,JailerGirl,啊！,normal,,,,,jump,,,,
,JailerGirl,我...我想起來了。,normal,,,,,bigCenter,,,,
,JailerGirl,囚犯最近成立溫泉愛好社，宗旨是發掘溫泉。,normal,,,,,bigCenter_Off,,,,
,Hero,這麼說好像有點印象，昨天他們還說有重大發現。,,,,,,,,,,
,Hero,說是很多成員牢房挖出溫泉，但頂多只有泡腳的深度。,,,,,,,,,,
,Hero,人看起來不在，正好讓我泡下腳！,,,,,,,,,,
,,當把腳伸進溫泉中時，碰到的傷口盡然神奇的癒合了。,,,,,,,BloodAdd_30,,,
,JailerGirl,你...你看那傷口！,normal,,,,,jump,,,,
,Hero,哇！癒合了！,,,,,,,,,,
,JailerGirl,這溫泉貌似有治癒的功效...,normal,,,,,,,,,
,Hero,那真是太好了！聽說很多人牢房都挖出來了！,,,,,,,,,,
,Hero,這樣路上有看到都能泡一下療傷。,,,,,,,,,,
,JailerGirl,嗯♪,happy,,,,,jump,,,,
END,,,,,,,,,,,,
