Chapter,Character,Dialogue,Portrait,Pos,ChoiceText,JumpTo,Camera,Anim,Flag,Background,Tag,Sound
event_01,,<東側監獄走廊>,,,,,,,,bg_jail,,Bgm_Story1
,Hero,嗯...也走了一段時間了...怎麼還沒到?,,,,,,,,,,
,JailerGirl,這...這邊已經過一半了...,normal,Center,,,,,,,,
,Hero,是這樣嗎?,,,,,,,,,,
,Hero,嗯?這是什麼?,,,,,,,,,,
,Choose,腳踩到一塊明顯凸起的地磚，好像可以壓進去。,,,壓進去。|不要亂動好了。,Good|Bad,,,,,,
,,你若無其事地走了過去。,,,,,,,,,Bad,
,JailerGirl,呀！,sad,,,,,jump,,,,
,,身後的雫被絆倒了。,,,,,,,BloodDiff_10,,,
,JailerGirl,好痛...,sad,,,,,,,,,
END,,,,,,,,,,,,
,,你將地磚踩了進去，然而什麼事都沒發生。,,,,,,,,,Good,
,Hero,呼...我還以為是陷阱呢...,,,,,,,,,,
,JailerGirl,嗯?怎麼了嗎?,normal,Center,,,,,,,,
,Hero,喔...沒事，這邊有塊凸起的地磚以為是老派陷阱。,,,,,,,,,,
,JailerGirl,好...好險你有看到...,happy,,,,,,,,,
,JailerGirl,要是沒踩進去我一定會被絆倒，謝...謝謝...,shy,,,,,,,,,
,Hero,不客氣~,,,,,,,,,,
END,,,,,,,,,,,,
