Chapter,Character,Dialogue,Portrait,Pos,ChoiceText,JumpTo,Camera,Anim,Flag,Background,Tag,Sound
Prologue3_1,Hero,好啦！這樣也算是有自保能力了！,,,,,,,,bg_jail,,
,Hero,讓我們打起精神繼續往出口吧！,,,,,,,,,,
,Hero,嘿！嘿！喔！,,,,,,,,,,
,JailerGirl,嘿...嘿...喔！,shy,Center,,,,,,,,
,Witch,這是在做什麼?,normal,Left,,,,,,,,
,Witch,也太可愛了吧！,happy,,,,,jump,,,,
,JailerGirl,是...是嗎?,shy,Right,,,,,,,,
,JailerGirl,欸嘿嘿...,happy,,,,,jump,,,,
,,咕嚕~咕嚕~,,,,,,,,,,
,,一陣不合時宜的腸鳴打斷了這溫馨的時刻。,,,,,,,,,,
,Witch,嗯?,normal,,,,,jump,,,,
,Hero,哈...哈哈...這麼說來我好像最後一餐也沒吃成。,,,,,,,,,,
,,咕嚕~咕嚕~,,,,,,,,,,
,JailerGirl,對...對不起...我好像也有點餓了...,shy,,,,,jump,,,,
,Witch,啊啦！那這樣的話我們先去西側廚房吧！,happy,,,,,,,,,
,JailerGirl,嗯！地...地震前剛好正在準備犯人餐食。,shy,,,,,,,,,
,JailerGirl,現...現在去應該還有很多食材。,happy,,,,,,,,,
,Hero,那真是太好了！事不宜遲我們先往那出發吧！,,,,,,,,,,
END,,,,,,,,,,,,
