Chapter,Character,Dialogue,Portrait,Pos,ChoiceText,JumpTo,Camera,Anim,Flag,Background,Tag,Sound
Prologue2_2,,<東側監獄>,,,,,,,,bg_jail,,
,,比起其他地方，這邊更加安靜整潔。,,,,,,,,,,
,,彷彿外面的騷亂跟這邊沒有關係。,,,,,,,,,,
,Hero,應該就是這裡了。,,,,,,,,,,
,,眼前的比起牢房，更像是一個屋子。,,,,,,,,,,
,,並且沒有所謂的牢門，只有一個木門咯咯作響。,,,,,,,,,,
,Hero,(咕嚕),,,,,,,,,,
,,不知道門後有什麼，有點小緊張呢。,,,,,,,,,,
,,隨著推開木門一旁鈴鐺聲傳了出來。,,,,,,,,,,
,,叮鈴~叮鈴~,,,,,,,,,,
,Witch,啊啦~歡迎光臨。,normal,Center,,,,,,,,
,,眼前是略顯豐滿的女性，磁性的嗓音令人酥麻。,,,,,,,,,,
,,臉上有個眼罩，讓人不知道是不是瞎了。,,,,,,,,,,
,Hero,請問這邊是賣魔法的店嗎?,,,,,,,,,,
,Witch,是沒錯，但應該沒有你能用的魔法喔。,normal,,,,,,,,,
,Witch,小弟弟，你的魔力量太少了。,sad,,,,,,,,,
,Choose,,,,你是誰憑什麼說我不行?|你怎麼看出來的?,Bad|Good,,,,,,
,Witch,小弟弟，不禮貌可是不好的喔。,angry,,,,,,,,Bad,
,,話語雖然溫柔，但一股無形的壓力讓我喘不過氣。,,,,,,,,,,
,Hero,對...對不起。,,,,,,,,,,
,Witch,嗯嗯~很好！,happy,,,,,,,,,
,Witch,我?我是世紀的大魔女。,happy,,,,,,,,Good,
,Witch,賽蕾絲．羅．多明尼加，魔術名門多明尼加的嫡長女。,happy,,,,,jump,,,,
,Witch,天生雙目失明，但相對魔力感知特別強大。,sad,,,,,,,,,
,Witch,所以能感受到你們的魔力。,normal,,,,,,,,,
,Hero,喔！不是我要學的，是她！,,,,,,,,,,
,,將躲在背後的雫推出來。,,,,,,,,,,
,JailerGirl,咦！?,scare,Left,,,,jump,,,,
,Witch,哼?,normal,Right,,,,,,,,
,Witch,啊啦~如果是這位小妹妹的話可以呦。,happy,,,,,jump,,,,
,JailerGirl,真...真的嗎?,happy,,,,,,,,,
,Witch,呵呵，我到現在還沒看走眼過呢。,normal,,,,,,,,,
,Hero,那再麻煩將魔法賣給我們！,,,,,,,,,,
,Witch,當然，這也是你們來的目的吧?,happy,,,,,,,,,
,,賽蕾絲將一系列魔法列表與售價攤開來展示。,,,,,,,,,,
,Hero,這...這也太貴了吧！,,,,,,,,,,
,JailerGirl,個...十...百...千...啊哇哇...,scare,,,,,,,,,
,Witch,畢竟現在是非常時期嘛。,normal,,,,,,,,,
,Witch,想必來的路上也看到那些怪物了吧?,normal,,,,,,,,,
,Hero,就不能便宜一點嗎?,,,,,,,,,,
,Witch,嗯...畢竟研究也是很耗錢的。,sad,,,,,,,,,
,Witch,啊啦~那你們有相對新鮮有趣的東西嗎?,happy,,,,,,,,,
,Witch,如果能給出有趣的東西能用成本價賣你們呦~,normal,,,,,,,,,
,Hero,有趣的東西?,,,,,,,,,,
,,怎麼辦?我身上只有昨天吃剩的麵包。,,,,,,,,,,
,,對了！我還有這個！,,,,,,,,,,
,Hero,這是我在研究的魔力操控裝置！,,,,,,,,,,
,Hero,能夠輔助使用魔法並增幅倍化。,,,,,,,,,,
,Witch,哼?這倒是有趣。,happy,,,,,,,,,
,Witch,只是這種裝置聞所未聞呢。,normal,,,,,,,,,
,Hero,畢竟是我自己發明的。,,,,,,,,,,
,JailerGirl,我...我能保證這東西是真的。,normal,,,,,,,,,
,Witch,如果是真的那確實蠻有趣的。,happy,,,,,,,,,
,Witch,但假如發現你們在騙我...,angry,,,,,,,,,
,Witch,我會很生氣喔~,angry,,,,,,,,,
,,話語裡有一股不容質疑的感覺。,,,,,,,,,,
,JailerGirl,咦...,scare,,,,,,,,,
,Hero,(咕嚕)不...不會的。,,,,,,,,,,
,Witch,嘛~真假與否我們出去試試就知道了。,normal,,,,,,,,,
,Witch,接下來我會稍微認真用魔法攻擊你們呦。,normal,,,,,,,,,
,Hero,加油！雫，我們一定可以的。,,,,,,,,,,
,JailerGirl,咦！?,scare,,,,,jump,,,,
END,,,,,,,,,,,,
