Chapter,Character,Dialogue,Portrait,Pos,ChoiceText,JumpTo,Camera,Anim,Flag,Background,Tag,Sound
Affinity_Idol_11,,<整備室>,,,,,,,,bg_jail,,
,,你想著總綁著里沙不太好，就暫時解綁。,,,,,,,,,,
,,然而里莎卻背對著眾人，蹲在角落清點著什麼。,,,,,,,,,,
,Idol,一、二、三...,normal,Center,,,,,,,,
,Hero,你在做什麼?,,,,,,,,,,
,Idol,吵死了！數到一半！,angry,,,,,jump,,,,
,,地上排開一列閃亮的金幣。,,,,,,,,,,
,Hero,你哪來這麼多錢...,,,,,,,,,,
,Idol,演唱會的收入啊♡,happy,,,,,,,,,
,Idol,應援棒一支五十，親筆簽名一張一百♪,happy,,,,,jump,,,,
,Hero,在監獄裡做這種生意...,,,,,,,,,,
,Idol,有人要買我就賣啊，這不是很正常?,normal,,,,,,,,,
,Hero,話說我想問你一件事...,,,,,,,,,,
,Idol,好啊♡,happy,,,,,,,,,
,Idol,十金幣。,happy,,,,,jump,,,,
,Hero,蛤!?,,,,,,,,,,
,Idol,談話費。里莎醬的時間很貴的♡,normal,,,,,,,,,
,Choose,,,,認了，付錢吧|憑什麼要付這種錢,Pay|NoPay,,,,,,
,Hero,好啦好啦...拿去。,,,,,,,MoneyDiff_10,,Pay,
,Idol,成交♡,happy,,,,,jump,,,,
,,里莎接過金幣，還特地咬了一口確認。,,,,,,,,,,
,Idol,呵呵，是真的呢♪,happy,,,,,,,,,
,Idol,好啦，問吧。,normal,,,,,,,,,
,Hero,你為什麼這麼喜歡錢?,,,,,,,,,,
,Idol,因為錢不會騙人啊。,normal,,,,,,,,,
,Idol,說喜歡你的人會跑掉，錢不會♡,happy,,,Coin,,,Affinity_20,,,
,Hero,講個話還要收費?太扯了吧。,,,,,,,,,NoPay,
,Idol,那就滾啊！,angry,,,,,,,,,
,,里莎連頭也未曾抬起。,,,,,,,,,,
,Hero,好吧...那我坐在這裡不講話。,,,,,,,,,,
,Idol,隨便你。,normal,,,,,,,,,
,,兩人便這樣沉默了好一陣子。,,,,,,,,,,
,Idol,...喂。,sad,,,,,,,,,
,Idol,你這樣坐在旁邊很煩耶。,angry,,,,,,,,,
,Hero,我又沒講話。,,,,,,,,,,
,Idol,更煩！,angry,,,,,jump,,,,
,,里莎將金幣一枚一枚疊了起來。,,,,,,,,,Coin,
,Hero,你數錢的時候，表情不太一樣耶。,,,,,,,,,,
,Idol,咦?,scare,,,,,,,,,
,Hero,平常那個笑容比較假。,,,,,,,,,,
,Idol,你這傢伙...,angry,,,,,jump,,,,
