Chapter,Character,Dialogue,Portrait,Pos,ChoiceText,JumpTo,Camera,Anim,Flag,Background,Tag,Sound
Affinity_Witch_14,,<整備室>,,,,,,,,bg_jail,,Bgm_Story1
,,難得只餘下你與賽蕾絲仍未入睡。,,,,,,,,,,
,Witch,少年，還不睡嗎?,normal,Center,,,,,,,,
,Hero,睡不著...,,,,,,,,,,
,Hero,賽蕾絲小姐，我可以問一件事嗎?,,,,,,,,,,
,Witch,又是問題呢♪說吧。,happy,,,,,,,,,
,Hero,你用的那個禁忌魔法...到底是什麼?,,,,,,,,,,
,Witch,......。,normal,,,,,,,,,
,,火堆劈啪作響了一聲。,,,,,,,,,,
,Witch,「代償之眼」。,normal,,,,,,,,,
,Witch,用等價的代價，換回失去的感官呦。,normal,,,,,,,,,
,Hero,那不就是...,,,,,,,,,,
,Witch,沒錯♪我想看看這個世界。,happy,,,,,,,,,
,Choose,,,,這種事怎麼能算私利|她到底付出了什麼?,Defend|Cost,,,,,,
,Hero,那不算私利吧！誰都會想看看啊！,,,,,,,,,Defend,
,Witch,少年。,angry,,,,,,,,,
,Witch,那是禁忌魔法，而我是管禁忌魔法的人。,normal,,,,,,,,,
,Witch,明知故犯還要幫自己找藉口的話...,sad,,,,,,,,,
,Witch,那我就跟我最討厭的那種人一樣了。,angry,,,,,,,,,
,Hero,對不起...,,,,,,,,,,
,Witch,呵♪不過，謝謝你替我說話。,happy,,,Three,,,Affinity_20,,,
,Hero,代價是什麼?,,,,,,,,,Cost,
,Witch,一個魔法師的餘生♪,happy,,,,,,,,,
,Witch,我的魔力上限，永遠停在那一天了。,normal,,,,,,,,,
,Hero,那你現在的魔法...,,,,,,,,,,
,Witch,都是靠技巧硬撐的呦♪,happy,,,,,,,,,
,Hero,那...成功了嗎?,,,,,,,,,Three,
,Witch,成功了呦。,normal,,,,,,,,,
,Witch,整整三秒鐘。,happy,,,,,,,,,
,Hero,三秒...,,,,,,,,,,
,Witch,嗯，三秒。,normal,,,,,,,,,
,Witch,我看到了辦公桌，看到了窗戶。,normal,,,,,,,,,
,Witch,還有窗邊那盆快枯掉的小花。,happy,,,,,jump,,,,
,Witch,黃色的，很小一朵。,normal,,,,,,,,,
,,賽蕾絲伸出手，彷彿想再觸碰一次那朵花。,,,,,,,,,,
,Witch,然後就再也看不見了。,normal,,,,,,,,,
,Witch,隔天局裡就來抓人了♪,happy,,,,,,,,,
,Hero,那你後悔嗎?,,,,,,,,,,
,Witch,......。,normal,,,,,,,,,
,Witch,不後悔。,happy,,,,,,,,,
,Witch,但我也從來沒說過，那不是罪。,sad,,,,,,,,,
