Chapter,Character,Dialogue,Portrait,Pos,ChoiceText,JumpTo,Camera,Anim,Flag,Background,Tag,Sound
Affinity_WolfGirl_12,,<整備室>,,,,,,,,bg_jail,,Bgm_Story1
,,真琴啃著骨頭，一臉心滿意足。,,,,,,,,,,
,Hero,話說回來，你到底為什麼會被關進來?,,,,,,,,,,
,WolfGirl,喔！這個說來話長！,happy,Center,,,,,,,,
,WolfGirl,我出來歷練的時候，走了三個月才走到人族的城鎮。,normal,,,,,,,,,
,WolfGirl,那邊有一間店，肉的味道超香的！,happy,,,,,jump,,,,
,Hero,嗯嗯。,,,,,,,,,,
,WolfGirl,所以我就吃了十五份。,happy,,,,,,,,,
,Hero,十五份!?,,,,,,,,,,
,WolfGirl,然後老闆就叫我付錢。,normal,,,,,,,,,
,WolfGirl,那時我根本不知道「錢」是什麼啊！,sad,,,,,,,,,
,Choose,,,,她那邊到底怎麼過日子的?|這根本是她自找的吧,Desert|Serve,,,,,,
,Hero,你們那邊不用錢的嗎?,,,,,,,,,Desert,
,WolfGirl,用「換」的啊！,normal,,,,,,,,,
,WolfGirl,我獵到的肉分你，你的水分我，就這樣。,happy,,,,,,,,,
,WolfGirl,誰知道人族要用那種小圓片...,sad,,,,,,,,,
,Hero,喔...原來只是雞同鴨講啊。,,,,,,,,,,
,WolfGirl,對吧！我就說我不是壞人！,happy,,,Jail,,jump,Affinity_20,,,
,Hero,吃霸王餐當然要被抓啊。,,,,,,,,,Serve,
,WolfGirl,咕嗚...我又不是故意的...,angry,,,,,,,,,
,WolfGirl,而且我有提議用打獵抵債...,sad,,,,,,,,,
,Hero,結果呢?,,,,,,,,,,
,WolfGirl,他們說城裡沒有可以獵的東西...,sad,,,,,,,,,
,Hero,所以就這樣被關進來了?,,,,,,,,,Jail,
,WolfGirl,嗯！然後我發現這裡超棒的！,happy,,,,,,,,,
,Hero,棒?這裡是監獄耶?,,,,,,,,,,
,WolfGirl,有得吃、有得睡，還不用自己找獵物！,happy,,,,,jump,,,,
,WolfGirl,而且門也不鎖，想去哪就去哪。,normal,,,,,,,,,
,Hero,這監獄的管理也太隨便了吧...,,,,,,,,,,
,WolfGirl,典獄長說「多一張嘴吃飯而已」！,happy,,,,,,,,,
,,你忽然有些同情起這座監獄的伙食開銷。,,,,,,,,,,
,Hero,等等，那你的刑期呢?,,,,,,,,,,
,WolfGirl,早就滿了呦?,normal,,,,,,,,,
,Hero,早就滿了!?,,,,,,,,,,
,WolfGirl,大概...兩年前?,happy,,,,,,,,,
,Hero,那你為什麼還待在這裡啊!?,,,,,,,,,,
,WolfGirl,唔...,normal,,,,,,,,,
,,真琴難得地移開了視線。,,,,,,,,,,
,Choose,,,,她該不會是為了雫吧|八成只是懶得走,Shizuku|Lazy,,,,,,
,Hero,你該不會...是捨不得雫吧?,,,,,,,,,Shizuku,
,WolfGirl,!?,scare,,,,,jump,,,,
,WolfGirl,才...才不是！,angry,,,,,,,,,
,WolfGirl,只是那個小不點笨手笨腳的...,sad,,,,,,,,,
,WolfGirl,我一走，誰知道她會被欺負成什麼樣...,sad,,,,,,,,,
,,真琴的雙耳整個垂了下來。,,,,,,,,,,
,Hero,你真是個好人。,,,,,,,,,,
,WolfGirl,少...少囉唆！,shy,,,,,,Affinity_30,,,
,,真琴狠狠咬了一口骨頭，尾巴卻搖得歡快。,,,,,,,,,,
,WolfGirl,...主人。,normal,,,,,,,,,
,WolfGirl,這件事別跟小不點說喔。,happy,,,,,,,,,
,Hero,我知道啦。,,,,,,,,,,
,,你為真琴守住了一個極溫柔的秘密。,,,,,,,,,,
END,,,,,,,,,,,,
,Hero,說穿了就是懶得走吧?,,,,,,,,,Lazy,
,WolfGirl,我才不懶！,angry,,,,,jump,,,,
,WolfGirl,我每天都有散步！走很多步的！,normal,,,,,,,,,
,Hero,那不叫勤勞...,,,,,,,,,,
,WolfGirl,反正外面也沒有免費的烤肉！,happy,,,,,,,,,
,,真琴理直氣壯地又啃了一口。,,,,,,,,,,
,,看來真正的理由，她是不打算說出口了。,,,,,,,,,,
END,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
