Chapter,Character,Dialogue,Portrait,Pos,ChoiceText,JumpTo,Camera,Anim,Flag,Background,Tag,Sound
Affinity_Idol_13,,<整備室>,,,,,,,,bg_jail,,Bgm_Story1
,,真琴照例把裹成一團的里莎搬了進來。,,,,,,,,,,
,,你解開棉被，取下口球。,,,,,,,,,,
,Idol,咳...每次都這樣，老娘遲早窒息死掉。,angry,Center,,,,,,,,
,Hero,那你不能生氣跟罵人。,,,,,,,,,,
,Idol,你管我！,angry,,,,,jump,,,,
,,罵歸罵，她一坐下就開始清點自己的錢財。,,,,,,,,,,
,Hero,又在數?,,,,,,,,,,
,Idol,嗯。,normal,,,,,,,,,
,Hero,你存這麼多錢要做什麼?,,,,,,,,,,
,Idol,...寄出去。,normal,,,,,,,,,
,Hero,寄?寄給誰?,,,,,,,,,,
,Idol,......。,sad,,,,,,,,,
,Choose,,,,別追問比較好|開個不太得體的玩笑,Polite|Joke,,,,,,
,Hero,該不會是在養牛郎吧?,,,,,,,,,Joke,
,Idol,你去死啦！,angry,,,,,jump,,,,
,,一枚金幣精準地砸中了你的額頭。,,,,,shake,,,,,
,Hero,好痛！,,,,,,,BloodDiff_10,,,
,Idol,是我爸啦！白痴！,angry,,,Dad,,,,,,
,Hero,啊...不方便講就算了。,,,,,,,,,Polite,
,Idol,......。,normal,,,,,,,,,
,Idol,...是我爸。,sad,,,,,,Affinity_10,,,
,Hero,你爸?他在外面?,,,,,,,,,Dad,
,Idol,嗯，在尼歌城的貧民區。,normal,,,,,,,,,
,Idol,那個廢物天天喝酒，不寄錢會餓死。,sad,,,,,,,,,
,Hero,那...,,,,,,,,,,
,Idol,別擺出那種同情的表情。,angry,,,,,,,,,
,Idol,他是個爛人，這我知道。,normal,,,,,,,,,
,Idol,我小時候每天撿瓶子換錢，他拿去買酒。,sad,,,,,,,,,
,Idol,撿不夠就被罵，撿夠了他就喝到不省人事。,sad,,,,,,,,,
,,里莎的語氣平淡得彷彿在談論他人之事。,,,,,,,,,,
,Hero,那你為什麼還要寄錢給他?,,,,,,,,,,
,Idol,......。,normal,,,,,,,,,
